4.7
4.6
4.6
4.4
4.5
4.5
4.7
4.8
5
5.3
6
6.9
8.3
9.3
9.6
9.9
9.8
9.6
9.5
9.5
9
9.1
9
8.6
8.3
8.2
8
7.8
7.7
7.5
7.3
6.9
6.7
6.2
6.1
5.7
5.6
5.4
5.2
5
